"KEY","TEXT"
"herocard.passive_skill.description.summononstatuseffectaddition.defensemodifier.bull.none","Ogni volta che questo personaggio riceve un [#!]disturbo che interessa la sua Difesa[#], chiama un [#!]servitore toro[#] per sé. Il servitore toro eredita il {FAMILIARHEALTHPERCENT}% di HP e il {FAMILIARATTACK}% di Attacco da questo personaggio."
"herocard.passive_skill.description.summononsummon.activates_on_enemy_action.allies.owl.minion","Chiama un servitore passero per sé quando un nemico chiama servitori tramite un'Abilità speciale."
"herocard.passive_skill.description.summononsummon.activates_on_enemy_action.enemies.cursed_sapling_parasite.minion","Quando un nemico chiama un qualsiasi servitore con un'Abilità speciale, questo personaggio evoca un demone alberello maledetto per quel nemico."
"herocard.passive_skill.description.summononsummon.activates_on_enemy_action.enemies.seedling_parasite.minion","Quando un nemico chiama un qualsiasi servitore con un'Abilità speciale, questo personaggio evoca un demone Piantina per quel nemico."
"herocard.passive_skill.description.taunt","L'Abilità speciale di questo personaggio non è influenzata da Deridi."
"herocard.passive_skill.description.tileenhancementonspecial.accuracymodifier.blue","Gli scudi di tipo [##elementblue]Ghiaccio[#] sul campo di battaglia vengono indeboliti con il [#!]{MODIFIER}%[#] di precisione quando questo personaggio lancia la sua Abilità speciale."
"herocard.passive_skill.description.tileenhancementonspecial.accuracymodifier.green","Gli scudi di tipo [##elementgreen]Natura[#] sul campo di battaglia vengono indeboliti con il [#!]{MODIFIER}%[#] di precisione quando questo personaggio lancia la sua Abilità speciale."
"herocard.passive_skill.description.tileenhancementonspecial.accuracymodifier.purple","Gli scudi di tipo [##elementpurple]Oscurità[#] sul campo di battaglia vengono indeboliti con il [#!]{MODIFIER}%[#] di precisione quando questo personaggio lancia la sua Abilità speciale."
"herocard.passive_skill.description.tileenhancementonspecial.accuracymodifier.red","Gli scudi di tipo [##elementred]Fuoco[#] sul campo di battaglia vengono indeboliti con il [#!]{MODIFIER}%[#] di precisione quando questo personaggio lancia la sua Abilità speciale."
"herocard.passive_skill.description.tileenhancementonspecial.accuracymodifier.yellow","Gli scudi di tipo [##elementyellow]Sacro[#] sul campo di battaglia vengono indeboliti con il [#!]{MODIFIER}%[#] di precisione quando questo personaggio lancia la sua Abilità speciale."
"herocard.passive_skill.description.tileenhancementonspecial.criticalchancemultiplier.blue","Gli scudi di tipo [##elementblue]Ghiaccio[#] sul campo di battaglia vengono potenziati con il [#!]{MODIFIER}%[#] di possibilità critica quando questo personaggio lancia la sua Abilità speciale."
"herocard.passive_skill.description.tileenhancementonspecial.criticalchancemultiplier.green","Gli scudi di tipo [##elementgreen]Natura[#] sul campo di battaglia vengono potenziati con il [#!]{MODIFIER}%[#] di possibilità critica quando questo personaggio lancia la sua Abilità speciale."
"herocard.passive_skill.description.tileenhancementonspecial.criticalchancemultiplier.purple","Gli scudi di tipo [##elementpurple]Oscurità[#] sul campo di battaglia vengono potenziati con il [#!]{MODIFIER}%[#] di possibilità critica quando questo personaggio lancia la sua Abilità speciale."
"herocard.passive_skill.description.tileenhancementonspecial.criticalchancemultiplier.red","Gli scudi di tipo [##elementred]Fuoco[#] sul campo di battaglia vengono potenziati con il [#!]{MODIFIER}%[#] di possibilità critica quando questo personaggio lancia la sua Abilità speciale."
"herocard.passive_skill.description.tileenhancementonspecial.criticalchancemultiplier.yellow","Gli scudi di tipo [##elementyellow]Sacro[#] sul campo di battaglia vengono potenziati con il [#!]{MODIFIER}%[#] di possibilità critica quando questo personaggio lancia la sua Abilità speciale."
"herocard.passive_skill.description.transformstatuseffectonspecialcast.minorbuff.enemies.all.transform_attackmodifier_into_attackmodifier.transform_defensemodifier_into_defensemodifier.transform_managenerationmodifier_into_managenerationmodifier","Ogni volta che questo personaggio usa la sua Abilità speciale, tutte le magie benefiche annullabili che influenzano l'Attacco, la Difesa e la rigenerazione mana di tutti i nemici vengono trasformate in disturbi corrispondenti non annullabili.

[#!]Effetti trasformati: [#]
[*] Le magie benefiche dell'Attacco vengono trasformate nel {STATUSEFFECT1ATTACK}% di disturbi dell'Attacco per {STATUSEFFECT1TURNS} turni.
[*] Le magie benefiche della Difesa vengono trasformate nel {STATUSEFFECT2DEFENSE}% di disturbi della Difesa per {STATUSEFFECT2TURNS} turni.
[*] Le magie benefiche della rigenerazione mana vengono trasformate nel {STATUSEFFECT3MANAREGEN}% di disturbi della rigenerazione mana per {STATUSEFFECT3TURNS} turni."
"herocard.passive_skill.description.transformstatuseffectonspecialcast.minordebuff.allies.all.transform_attackmodifier_into_attackmodifier.transform_defensemodifier_into_defensemodifier.transform_managenerationmodifier_into_managenerationmodifier","Ogni volta che questo personaggio usa la sua Abilità speciale, tutti i disturbi annullabili che influenzano l'Attacco, la Difesa e la rigenerazione mana di tutti gli alleati vengono trasformati in magie benefiche corrispondenti non annullabili.

[#!]Effetti trasformati: [#]
[*] I disturbi dell'Attacco vengono trasformati nel {STATUSEFFECT1ATTACK}% di magie benefiche dell'Attacco per {STATUSEFFECT1TURNS} turni.
[*] I disturbi della Difesa vengono trasformati nel {STATUSEFFECT2DEFENSE}% di magie benefiche della Difesa per {STATUSEFFECT2TURNS} turni.
[*] I disturbi della rigenerazione mana vengono trasformati nel {STATUSEFFECT3MANAREGEN}% di magie benefiche della rigenerazione mana per {STATUSEFFECT3TURNS} turni."
"herocard.passive_skill.description.wither.all.enemies","L'Attacco di base e la Difesa di base di tutti i nemici vengono ridotti di {STATINCREASE} a ogni turno per {MAXACTIVATIONCOUNT} turni."
"herocard.passive_skill.inactive","[##herocardred]INATTIVA: raggiungi il livello massimo e l'ascensione completa per attivarla.[#]"
"herocard.passive_skill.replace.minordebuff.attackmodifier.to.minorbuff.attackmodifier","Disturbi dell'attacco trasformati nel [#!]{ATTACK}%[#] di Attacco per {TURNS} turni."
"herocard.passive_skill.replace.minordebuff.buffimmunity.to.minorbuff.debuffshield","Immunità dai bonus trasformata in immunità dai disturbi per {TURNS} turni."
"herocard.passive_skill.replace.minordebuff.defensemodifier.to.minorbuff.defensemodifier","Disturbi della difesa trasformati nel [#!]{DEFENSE}%[#] di Difesa per {TURNS} turni."
"herocard.passive_skill.replace.minordebuff.healingmodifier.to.minorbuff.healmultiplier","Riduzioni di guarigione trasformate in un aumento del [#!]{HEALING}%[#] della guarigione per {TURNS} turni."
"herocard.passive_skill.replace.minordebuff.managenerationmodifier.to.minorbuff.managenerationmodifier","Disturbi alla rigenerazione mana trasformati nel [#!]{MANAREGEN}%[#] di rigenerazione mana per {TURNS} turni."
"herocard.passive_skill.replace.minordebuff.receiveddamagemodifier.to.minorbuff.receiveddamagemodifier","Disturbi all'aumento dei danni trasformato nel [#!]{DAMAGEREDUCTION}%[#] di riduzione dei danni per {TURNS} turni."
"herocard.passive_skill.replace.minordebuff.statuseffectreflect.to.minorbuff.reflectminordebuffs","Magie benefiche che riflettono disturbi trasformate in disturbi che riflettono magie benefiche per {TURNS} turni."
"herocard.passive_skill.replace_direct_effect.attackwither","Avvizzimento dell'Attacco trasformato in Crescita dell'Attacco: [#!]{FIXEDPOWER}[#] di Attacco."
"herocard.passive_skill.replace_direct_effect.defensewither","Avvizzimento della Difesa trasformato in Crescita della Difesa: [#!]{FIXEDPOWER}[#] di difesa."
"herocard.passive_skill.replace_direct_effect.dispel","Annullamenti delle magie benefiche trasformati in rimozioni dei disturbi."
"herocard.passive_skill.replace_direct_effect.fiend.stylish_minion","Demoni trasformati in servitori eleganti ([#!]{FAMILIARHEALTHPERCENT}%[#] di HP, [#!]{FAMILIARATTACK}%[#] di Attacco)."
"herocard.passive_skill.replace_direct_effect.manareduction","Riduzioni del mana trasformate nel [#!]{POWER}%[#] di aumento del mana."
"herocard.passive_skill.sidedependent.sideinfo.heroside","Abilità passiva come personaggio attaccante:"
"herocard.passive_skill.sidedependent.sideinfo.opponentside","Abilità passiva come personaggio difensore:"
"herocard.passive_skill.title.addstatuseffectsonenemyattackbuff","Effetto di stato per magia benefica offensiva nemica"
"herocard.passive_skill.title.addstatuseffectsonenemydefensebuff","Effetto di stato per magia benefica difensiva nemica"
"herocard.passive_skill.title.addstatuseffectsonmanareduction","Effetto di stato per riduzione del mana"
"herocard.passive_skill.title.bleed.effectondamageovertime.activates_on_enemy_action.addmana","Mana da sanguinamento"
"herocard.passive_skill.title.bleed.effectondamageovertime.activates_on_enemy_action.heal","Guarigione su sanguinamento"
"herocard.passive_skill.title.burn.effectondamageovertime.activates_on_enemy_action.addmana","Mana da ustione"
"herocard.passive_skill.title.bypassfamiliars.minion","Supera i servitori"
"herocard.passive_skill.title.bypassfamiliars.minion.bigminion","Supera i servitori superiore"
"herocard.passive_skill.title.caststatuseffectdurationmodifier","Durata degli effetti di stato aumentata"
"herocard.passive_skill.title.chargebasedmodifier.managenerationmodifier.dodgemodifier","Spinta volante"
"herocard.passive_skill.title.conditionaleffectovertime.addmana.everyturn.while.all.allies.haswither","Mana durante Avvizzimento"
"herocard.passive_skill.title.conditionaleffectovertime.revival.while.single.allies.hasdeadallies","Rianima nel tempo"
"herocard.passive_skill.title.conditionaleffectovertime.usable_once.heal.addmana.everyturn.while.single.allies.lowhealth","Potere di Sisu"
"herocard.passive_skill.title.convertincomingdamagetoheal.all.statuseffect","Bellezza interiore"
"herocard.passive_skill.title.convertincomingdamagetoheal.statuseffect","Bellezza interiore"
"herocard.passive_skill.title.corrosiveburncoreintrinsicchargeeffectonspecial.activates_on_ally_action.statuseffects.corrosiveburn","Nucleo fuso"
"herocard.passive_skill.title.corrosiveburncoreintrinsicchargeeffectonspecial.statuseffects.corrosiveburn","Nucleo fuso"
"herocard.passive_skill.title.corrosivecoreintrinsicchargeeffectonspecial.statuseffects.corrosivepoison","Nucleo corrosivo"
"herocard.passive_skill.title.corrosivefrostcoreintrinsicchargeeffectonspecial.statuseffects.corrosivefrost","Nucleo artico"
"herocard.passive_skill.title.criticalmodifier","Modificatore di critico"
"herocard.passive_skill.title.criticalmodifiersupportcharacter.troop","Modificatore di critico"
"herocard.passive_skill.title.critmodifier","Modificatore di probabilità di critico"
"herocard.passive_skill.title.damageincreasebyinsanity.troop.specialskill.npcnormalattack","Marchiato dagli Antichi"
"herocard.passive_skill.title.dealtdamagemodifieragainststatuseffect.bloodlily.stacks","Marchio sanguigno"
"herocard.passive_skill.title.dealtstrongelementtroopdamage","Maestria delle truppe"
"herocard.passive_skill.title.debuffdamagereduction","Riduzione dei danni dovuti ai disturbi"
"herocard.passive_skill.title.debuffdamagereductionsupportcharacter.troop","Riduzione dei danni dovuti ai disturbi"
"herocard.passive_skill.title.destructivecoreintrinsicchargeeffectonspecial.damage","Nucleo distruttivo"
"herocard.passive_skill.title.dispelonownfamiliardeath.minion.minordebuff","Si annulla alla morte del servitore"
"herocard.passive_skill.title.dodgespecialdamage","Schiva danni da Abilità speciale"
"herocard.passive_skill.title.doubleeffectonchargedspecial.statuseffects.stackingmanagenerationmodifier.stacks","Iterazione con le Abilità speciali"
"herocard.passive_skill.title.eatfamiliarsonspecialcast.parasite.allies.single","Distrugge i demoni con le Abilità speciali"
"herocard.passive_skill.title.eatfamiliarswitheffectpereatenfamiliarovertime.addmana","Mangia servitori e guadagna mana nel tempo"
"herocard.passive_skill.title.effectondamagedone.bufftoremove.minordebuff.latest.safe.specialskill.only_criticals.once","Si annulla con attacco speciale critico"
"herocard.passive_skill.title.effectondamagedone.healthboost.specialskill.only_criticals.once","Salute potenziata su attacco speciale critico"
"herocard.passive_skill.title.effectondamagedonetohealthiertarget.healthboost.specialskill.once.effectondamagereceivedfromhealthierattacker.addmana.specialskill","Ribellione legittima"
"herocard.passive_skill.title.effectondamagereceived.addmana.specialskill","Mana su danni da Abilità speciali"
"herocard.passive_skill.title.effectondamagereceived.addmana.troop.npcnormalattack.specialskill","Mana per danni subiti"
"herocard.passive_skill.title.effectondamagereceived.damage.specialskill.statuseffectskill.cover","Danni su Abilità speciale e danni in Copertura"
"herocard.passive_skill.title.effectondamagereceived.none.specialskill.exclude.statuseffect.stacking_attack_on_damage_received_passive","Iterazioni attacco su danni ricevuti"
"herocard.passive_skill.title.effectondamagereceived.none.specialskill.exclude.statuseffect.stacking_attack_on_damage_received_passive_pve","Iterazioni attacco su danni ricevuti"
"herocard.passive_skill.title.effectondispel.activates_on_ally_action.healthboost.minordebuff.removalreason.dispel.activates_on_dispel_cast.valid_caster_side.allies","Salute potenziata su tentativo di annullamento di un alleato"
"herocard.passive_skill.title.effectondispel.activates_on_enemy_action.damage.minordebuff.removalreason.dispel.activates_on_dispel_cast.valid_caster_side.enemies","Danni su tentativo di annullamento di un nemico"
"herocard.passive_skill.title.effectondispel.addmana.minorbuff","Mana su annullamento"
"herocard.passive_skill.title.effectondispel.addmana.minorbuff.removalreason.dispel","Mana su annullamento magie benefiche"
"herocard.passive_skill.title.effectondispel.heal.statuseffectdebuffs.removalreason.dispel.removal.reallocation.expiration","Guarigione quando il disturbo scade o viene rimosso"
"herocard.passive_skill.title.effectondispel.healthboost.minorbuff.removalreason.dispel","Aumento Salute su magia benefica annullata"
"herocard.passive_skill.title.effectonfamiliardamagedone.minion.frost","Gelo su servitore colpito"
"herocard.passive_skill.title.effectonheal.addmana","Mana su recupero Salute"
"herocard.passive_skill.title.effectonheal.heal","Salute extra sul recupero di salute"
"herocard.passive_skill.title.effectonhealsupportcharacter.troop.heal","GUARIGIONE extra"
"herocard.passive_skill.title.effectonmanareduction.statuseffects.attackmodifier","Effetto di stato per riduzione del mana"
"herocard.passive_skill.title.effectonmanareduction.statuseffects.yellowdefensemodifier","Effetto di stato per riduzione del mana"
"herocard.passive_skill.title.effectonresist.activates_on_enemy_action.healthboost.addmana.once","Aumento salute e mana su resistenza"
"herocard.passive_skill.title.effectonspecialcastwitheffecttype.activates_on_enemy_action.addmana.on_healthboost_cast","Mana per Abilità speciale aumenta salute"
"herocard.passive_skill.title.effectonspecialcastwitheffecttype.activates_on_enemy_action.healthboost.on_healthboost_cast","Salute potenziata su Salute potenziata nemica"
"herocard.passive_skill.title.effectonspecialchancepermanaspeed","Effetti su Abilità speciale"
"herocard.passive_skill.title.effectonspecialskilldamagedone.bufftoremove.minordebuff.safe.only_criticals","Si annulla con attacco speciale critico"
"herocard.passive_skill.title.effectonspecialskilldamagedone.healthboost.only_criticals","Salute potenziata su attacco speciale critico"
"herocard.passive_skill.title.effectonspecialskilldamagereceived.healthboost.only_criticals","Salute potenziata su attacco speciale critico"
"herocard.passive_skill.title.effectonspecialwithchance.activates_on_enemy_action.healthboost","Aumento Salute su Abilità speciale nemica"
"herocard.passive_skill.title.effectonspecialwithchance.addmana","Mana su Abilità speciali"
"herocard.passive_skill.title.effectonspecialwithchance.bufftoremove.minorbuff.latest","Annullamento su Abilità speciale"
"herocard.passive_skill.title.effectonspecialwithchance.bufftoremove.minordebuff.latest","Rimozione su Abilità speciale"
"herocard.passive_skill.title.effectonspecialwithchance.damage","Danni su Abilità speciali"
"herocard.passive_skill.title.effectonspecialwithchance.heal","Recupero Salute su Abilità speciali"
"herocard.passive_skill.title.effectonspecialwithchance.healthboost","Aumento Salute su Abilità speciali"
"herocard.passive_skill.title.effectonspecialwithchance.statuseffects","Effetto di stato su Abilità speciali"
"herocard.passive_skill.title.effectonspecialwithchance.statuseffects.bleeding","Sanguinamento su Abilità speciali"
"herocard.passive_skill.title.effectonspecialwithchance.statuseffects.curseofdoom","Maledizione su Abilità speciali"
"herocard.passive_skill.title.effectonspecialwithchance.statuseffects.damageovertime","Danni nel tempo su Abilità speciali"
"herocard.passive_skill.title.effectonspecialwithchance.statuseffects.extradamageagainstboostedhealth","Aumento danni contro Salute potenziata"
"herocard.passive_skill.title.effectonspecialwithchance.statuseffects.huntersmark","Danni nel tempo su Abilità speciali"
"herocard.passive_skill.title.effectonspecialwithchance.statuseffects.managenerationmodifier","Effetto di stato su Abilità speciali"
"herocard.passive_skill.title.effectonspecialwithchance.statuseffects.poison","Veleno su Abilità speciali"
"herocard.passive_skill.title.effectonspecialwithchance.statuseffects.possession","Attacco irrazionale su Abilità speciali"
"herocard.passive_skill.title.effectonspecialwithchance.statuseffects.underwater","Danni nel tempo su Abilità speciali"
"herocard.passive_skill.title.effectonspecialwithmanaspeedthreshold.activates_on_enemy_action.damage.faster.average.once","Danni su Abilità speciali nemiche"
"herocard.passive_skill.title.effectonstatuseffectaddition.activates_on_enemy_action.addmana.allbuffs.taunt","Mana su Deridi"
"herocard.passive_skill.title.effectonstatuseffectaddition.activates_on_enemy_action.addmana.statuseffectbuffs.defensemodifier.once","Mana su magia benefica difensiva nemica"
"herocard.passive_skill.title.effectonstatuseffectaddition.activates_on_enemy_action.statuseffects.ubertitanstackingattackmodifier.allbuffs.defensemodifier","Effetto di stato per magia benefica difensiva nemica"
"herocard.passive_skill.title.effectonstatuseffectaddition.activates_on_enemy_action.statuseffects.ubertitanstackingreceiveddamagemodifier.allbuffs.attackmodifier","Effetto di stato per magia benefica offensiva nemica"
"herocard.passive_skill.title.effectonstatuseffectaddition.addmana.allbuffs","Mana per magia benefica ricevuta"
"herocard.passive_skill.title.effectonstatuseffectaddition.addmana.alldebuffs","Mana per disturbo subito"
"herocard.passive_skill.title.effectonstatuseffectaddition.heal.allbuffs","Recupero Salute per magia benefica ricevuta"
"herocard.passive_skill.title.effectonstatuseffectaddition.heal.alldebuffs","Recupero Salute per disturbo subito"
"herocard.passive_skill.title.effectonstatuseffectaddition.statuseffects.managenerationmodifier.alldebuffs","Aumento di mana per disturbo subito"
"herocard.passive_skill.title.effectonstatuseffectadditionwithchance.addmana.allbuffs","Mana per magia benefica ricevuta"
"herocard.passive_skill.title.effectonstatuseffectadditionwithchance.heal.allbuffs","Recupero Salute per magia benefica ricevuta"
"herocard.passive_skill.title.effectonstatuseffectremovalbyspecial.activates_on_ally_action.healthboost","Salute potenziata su rimozione effetto di stato"
"herocard.passive_skill.title.effectonstatuseffectremovalbyspecial.activates_on_enemy_action.damage","Danni su rimozione effetto di stato"
"herocard.passive_skill.title.effectovertime.revival","Rianima nel tempo"
"herocard.passive_skill.title.effectovertimeperstatuseffect.addmana.everyturn.per.statuseffectbuffs.enemies","Mana per ogni magia benefica del nemico"
"herocard.passive_skill.title.effectovertimeperstatuseffect.healthboost.everyturn.per.poison.statuseffectdebuffs.enemies","Aumento della Salute sul veleno"
"herocard.passive_skill.title.effectsonminionreceived.activates_on_ally_action.addmana.allies.minion","Mana su chiamata servitori"
"herocard.passive_skill.title.effectsonminionreceived.activates_on_ally_action.heal.addmana.allies.minion","Amico dei familiari"
"herocard.passive_skill.title.effectsonparasitereceived.activates_on_enemy_action.addmana.enemies.parasite","Mana su evocazione demoni"
"herocard.passive_skill.title.effectsonparasitereceived.activates_on_enemy_action.damage.enemies.parasite","Ira degli animali"
"herocard.passive_skill.title.effectsonparasitereceived.activates_on_enemy_action.healthboost.enemies.parasite","Salute potenziata su evocazione demoni"
"herocard.passive_skill.title.familiaraccuracymodifier.all.enemies.minion.bigminion","Servitori ciechi"
"herocard.passive_skill.title.familiarcoreintrinsicchargeeffectonspecial.summonfamiliar.construct_minion_core","Nucleo Servitore"
"herocard.passive_skill.title.familiarhealthmodifier.all.enemies.bigminion.decrease","Servitori Mega più deboli"
"herocard.passive_skill.title.familiarhealthmodifier.all.enemies.minion.decrease","Servitori più deboli"
"herocard.passive_skill.title.familiarsilencer.all.enemies.bigminion","Ferma servitori Mega"
"herocard.passive_skill.title.familiarsilencer.all.enemies.minion.follower","Ferma servitori"
"herocard.passive_skill.title.frost.effectondamageovertime.activates_on_enemy_action.addmana","Mana su gelo"
"herocard.passive_skill.title.glass_reflect_debuffs","Vetro"
"herocard.passive_skill.title.growth","Crescita"
"herocard.passive_skill.title.guaranteedeffectonspecial","Effetto garantito su Abilità speciale"
"herocard.passive_skill.title.healmodifier.all.enemies.decrease","Guarigione ridotta"
"herocard.passive_skill.title.healonheal.heal","GUARIGIONE extra"
"herocard.passive_skill.title.healonownfamiliardeath.minion","Salute dal servitore morto"
"herocard.passive_skill.title.healonownfamiliardeath.minion.healthboost","Salute potenziata dal servitore morto"
"herocard.passive_skill.title.increasedattackperelement.enemies.not.green","Attacco aumentato contro nemici non di Natura"
"herocard.passive_skill.title.increasedattackperelement.enemies.not.red","Attacco aumentato contro nemici non di Fuoco"
"herocard.passive_skill.title.increaseddamageagainstfamiliars.minion.bigminion","Danni extra a servitori e servitori Mega"
"herocard.passive_skill.title.increaseddamageagainstminions","Danni aumentati contro i servitori"
"herocard.passive_skill.title.increasedspecialdamageagainsttaunt.taunt","Danni aumentati contro Deridi"
"herocard.passive_skill.title.increasespecialdamage","Danni da Abilità speciali aumentati"
"herocard.passive_skill.title.increasespecialdamage.usable_once","Danni da Abilità speciali aumentati"
"herocard.passive_skill.title.increasespecialdamagesupportcharacter.troop","Danni da Abilità speciali aumentati"
"herocard.passive_skill.title.insanitydamagereduction","Marchiato dagli Antichi"
"herocard.passive_skill.title.iterateeffectonspecial","Probabilità extra per gli effetti su Abilità speciale"
"herocard.passive_skill.title.league_accuracy_modifier_against_family","[##elementred]Svantaggio di lega[#]"
"herocard.passive_skill.title.league_featured_family_resist","[##elementgreen]Vantaggio di lega[#]"
"herocard.passive_skill.title.league_heal_modifier_against_family","[##elementred]Svantaggio di lega[#]"
"herocard.passive_skill.title.league_heal_modifier_for_family","[##elementgreen]Vantaggio di lega[#]"
"herocard.passive_skill.title.league_received_damage_modifier_against_non_featured_family","[##elementgreen]Vantaggio di lega[#]"
"herocard.passive_skill.title.managenerationmodifier.all.enemies","Ostacola il mana"
"herocard.passive_skill.title.manaonownfamiliardeath.minion","Mana per morte del servitore"
"herocard.passive_skill.title.manaonstatuseffect.debuff","Mana dai disturbi"
"herocard.passive_skill.title.memorizefamiliars.activates_on_enemy_action","Memorizza servitori e demoni nemici"
"herocard.passive_skill.title.memorizestatuseffects","Memorizza disturbi"
"herocard.passive_skill.title.mimic_dread_damage_minions","Timore"
"herocard.passive_skill.title.mimiclootonlevelcompleted","Bottino Mimic"
"herocard.passive_skill.title.nevermissspecial","Precisione perfetta"
"herocard.passive_skill.title.ransack","Occasione del ladro"
"herocard.passive_skill.title.reallocatestatuseffectonspecialcast.damage.minorbuff.newest","Ruba magia benefica"
"herocard.passive_skill.title.reallocatestatuseffectonspecialcast.heal.minordebuff.newest","Senso del cacciatore"
"herocard.passive_skill.title.receivedstrongelementsupportcharacterdamage","Maestria delle truppe"
"herocard.passive_skill.title.receivedstrongelementsupportcharacterdamage.increase.dragon","Aumento danni di Palla di fuoco potenziato"
"herocard.passive_skill.title.redirectlethaldamage.enemies.single","Ingannare la morte"
"herocard.passive_skill.title.remove_growth_from_enemies","Raduno delle guardie"
"herocard.passive_skill.title.remove_wither_from_allies","Raduno delle guardie"
"herocard.passive_skill.title.repaircoreintrinsicchargeeffectonspecial.healthboost","Nucleo riparatore"
"herocard.passive_skill.title.repeat_special_once","Fortuna"
"herocard.passive_skill.title.resist.accuracymodifiers","Resisti a cecità"
"herocard.passive_skill.title.resist.alldebuffs","Resisti ai disturbi"
"herocard.passive_skill.title.resist.alldebuffs.alldebuffs","Resisti a tutti i disturbi"
"herocard.passive_skill.title.resist.alldebuffs.manareduction.buffdispels","Resistenza apice"
"herocard.passive_skill.title.resist.alldefensemodifiers.alldebuffs","Resisti a disturbi della Difesa"
"herocard.passive_skill.title.resist.alldefensemodifiers.defensewither.alldebuffs","Resisti alla riduzione Difesa"
"herocard.passive_skill.title.resist.allmanaeffects.alldebuffs","Resisti ai disturbi del mana"
"herocard.passive_skill.title.resist.allmanaeffects.manareduction.alldebuffs","Resisti agli effetti negativi del mana"
"herocard.passive_skill.title.resist.allstatuseffectdamage.none","Resisti ai danni da effetti di stato"
"herocard.passive_skill.title.resist.attackdelay","Resisti al ritardo dell'attacco"
"herocard.passive_skill.title.resist.attackmodifiers","Resisti a disturbi dell'Attacco"
"herocard.passive_skill.title.resist.attackmodifiers.allstatuseffectsandstacks","Resisti agli effetti di stato dell'Attacco"
"herocard.passive_skill.title.resist.attackmodifiers.attackwither.alldebuffs","Resisti a riduzione Attacco"
"herocard.passive_skill.title.resist.bleed","Resisti a sanguinamento"
"herocard.passive_skill.title.resist.bleed.with_effect.healthboost.addmana","Aumento resistenza a sanguinamento"
"herocard.passive_skill.title.resist.buffdispels","Resisti agli annullamenti"
"herocard.passive_skill.title.resist.buffimmunity","Resisti al blocco delle magie benefiche"
"herocard.passive_skill.title.resist.burn","Resisti a ustione"
"herocard.passive_skill.title.resist.burn.with_effect.healthboost.addmana","Aumento resistenza a Ustione"
"herocard.passive_skill.title.resist.criticalhits.none","Resisti ai colpi critici"
"herocard.passive_skill.title.resist.defensemodifiers.alldebuffs","Resisti a disturbi della Difesa"
"herocard.passive_skill.title.resist.familiarremoval.familiarsilence.familiarreceivingblocking.minion","Servitori inarrestabili"
"herocard.passive_skill.title.resist.frost","Resisti al Gelo"
"herocard.passive_skill.title.resist.frost.with_effect.healthboost.addmana","Aumento resistenza a Gelo"
"herocard.passive_skill.title.resist.healeffects","Resisti a disturbi della cura"
"herocard.passive_skill.title.resist.healthsteal","Resisti a disturbi del furto di Salute"
"herocard.passive_skill.title.resist.insanity.permanentstatuseffects","Resisti alla Follia"
"herocard.passive_skill.title.resist.manadebuffs","Resisti ai disturbi del mana"
"herocard.passive_skill.title.resist.manaeffectsandspecialblocking","Resisti ai disturbi del mana e al blocco delle abilità speciali"
"herocard.passive_skill.title.resist.managenerationmodifiers.alldebuffs","Resisti ai disturbi alla rigenerazione mana"
"herocard.passive_skill.title.resist.manareduction","Resisti alla riduzione diretta del mana"
"herocard.passive_skill.title.resist.manareduction.none.with_effect.healthboost.addmana","Aumento resistenza alla riduzione del mana"
"herocard.passive_skill.title.resist.maxhealthreduction","Resisti alla riduzione della Salute massima"
"herocard.passive_skill.title.resist.poison","Resisti al veleno"
"herocard.passive_skill.title.resist.poison.burn.bleed","Resisti a veleno, ustione e sanguinamento"
"herocard.passive_skill.title.resist.possession.allstatuseffects","Resisti alla possessione"
"herocard.passive_skill.title.resist.sand","Resisti alla sabbia"
"herocard.passive_skill.title.resist.specialblocking","Resisti al blocco delle Abilità speciali"
"herocard.passive_skill.title.resist.specialblocking.with_effect.healthboost.addmana","Aumento resistenza al blocco delle Abilità speciali"
"herocard.passive_skill.title.resist.stopmanageneration","Resisti alle interruzioni della rigenerazione mana"
"herocard.passive_skill.title.resist.water","Resisti all'acqua"
"herocard.passive_skill.title.resist_all_defense_effects","Tratto: 
Struttura agile"
"herocard.passive_skill.title.resistdebuffsfromfamiliars.minion","Resisti ai disturbi dei servitori"
"herocard.passive_skill.title.resistfamiliarremoval.minion.bigminion","Resisti alla rimozione dei servitori"
"herocard.passive_skill.title.resistnegativefamiliareffects.minion","Resisti agli effetti negativi dei servitori"
"herocard.passive_skill.title.resistnegativefamiliareffects.minion.bigminion","Resisti agli effetti negativi dei servitori superiore"
"herocard.passive_skill.title.resistnewfamiliars.parasite","Resisti ai demoni"
"herocard.passive_skill.title.resistnewfamiliars.parasite.bigparasite","Resisti ai demoni e ai demoni Mega"
"herocard.passive_skill.title.resistsupportcharacter.troop.alldebuffs","Resisti ai disturbi"
"herocard.passive_skill.title.revivalchancemodifier.all.enemies","Riduzione delle probabilità di resurrezione"
"herocard.passive_skill.title.revivalhealthmodifier.all.enemies.excluding.boss","Riduzione Salute alla rinascita"
"herocard.passive_skill.title.revive_chance_nine_lives","Nove vite"
"herocard.passive_skill.title.reviveinalternativeformwithinsanitychance","Patto sinistro"
"herocard.passive_skill.title.revivewithchance","Rianima"
"herocard.passive_skill.title.setstatuseffectdurationonaddition.all.allies.activates_on_ally_action.alldebuffs.dance","Tempo veloce: Ballata"
"herocard.passive_skill.title.setstatuseffectdurationonaddition.single.enemies.activates_on_enemy_action.allbuffs.dance","Tempo veloce: Danza"
